Person,Org,Role,Sub-Role,Book Title,Book Author,Book OL id,Book catalog slug,Source Type,Source Title,Source Link,Content,Date
Tom Hopke,,Publicity & Media,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Heather Drucker,,Publicity & Media,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Nikki Baldauf,,Production,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Stephanie Evans,,,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Jonathan Burnham,,,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Doug Jones,,,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Leah Wasilewski,,,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Tina Andreadis,,,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Emily Lavelle,,Publicity & Media,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Glenn Adamson,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Elissa Auther,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Tiffany Bell,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Yves-Alain Bois,,Influence / Inspiration,work on Kelly and composition,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Robert A. Caro,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
George Chauncey,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Sarah Churchwell,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Paul Cummings,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Douglas Crimp,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Barbaralee Diamonstein,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Edward Robb Ellis,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Mary Gabriel,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Arne Glimcher,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Mildred Glimcher,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Judith Goldman,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
E. C. Goossen,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Blake Gopnik,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
John Gruen,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,Acknowledgements,,,,
Barbara Hasketll,,Influence / Inspiration,,,,,,,,,,
Suzanne Hudson,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Sam Hunter,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Brandon Joseph,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Jonathan D. Katz,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Michael Lobel,,Influence / Inspiration,art history,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Henry Martin,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Elaine Tyler May,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Joseph Mitchell,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Frances Morris,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Eleanor Munro,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Tricia Y. Paik,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Joachim Pissarro,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Nancy Princenthal,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Leah Robinson Rousmaniere,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Barbara Rose,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Christine Bryan,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Rothenberger,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Susan Elizabeth Ryan,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Lucy Sante,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Donna Seaman,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Joshua Shannon,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Judith E. Stein,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Calvin Tomkins,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Michelle White,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Anthony C. Wood,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Jill Johnston,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Gene Swenson,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Ann Wilson,,Influence / Inspiration,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Nicholas Davidoff,Brooklyn Rail,Publicity & Media,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Alexander Nagel,Brooklyn Rail,Publicity & Media,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Isabel Flowers,,Research,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Jessica Butler,,Research,Image research and rights,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Jack Youngerman,,Dedication,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
Charles Fulford,,Dedication,,The Slip,Prudence Peiffer,OL31098976W,,,,,,
